,predict
3227,0.06870601
3228,0.08850304
3229,0.10444309
3230,0.15470271
3231,0.16770113
3232,0.15468344
3233,0.37542814
3234,0.3695589
3235,0.46705252
3236,0.45022172
3237,0.43078816
3238,0.46796107
3239,0.5441148
3240,0.5067831
3241,0.3885942
3242,0.33916938
3243,0.27830732
3244,0.18908809
3245,0.13592549
3246,0.1156561
3247,0.101374395
3248,0.09753443
3249,0.09121343
3250,0.058117516
3251,0.06991089
3252,0.13781632
3253,0.11853309
3254,0.13991126
3255,0.1665764
3256,0.1656225
3257,0.3960008
3258,0.43735772
3259,0.547417
3260,0.43364024
3261,0.413615
3262,0.44057256
3263,0.42396748
3264,0.39402103
3265,0.36112753
3266,0.3832605
3267,0.3128158
3268,0.25851488
3269,0.21757257
3270,0.17058279
3271,0.11000643
3272,0.09997427
3273,0.097787306
3274,0.086538605
3275,0.07077245
3276,0.056981705
3277,0.07994651
3278,0.15001737
3279,0.1808366
3280,0.19754474
3281,0.40740007
3282,0.39336365
3283,0.490085
3284,0.4420327
3285,0.47046584
3286,0.48515862
3287,0.5098461
3288,0.46236432
3289,0.42888963
3290,0.37152535
3291,0.25262895
3292,0.17306766
3293,0.14583325
3294,0.13891284
3295,0.11751837
3296,0.09662516
3297,0.082993835
3298,0.0687495
3299,0.06768654
3300,0.07624554
3301,0.055927172
3302,0.19816458
3303,0.18208896
3304,0.18278491
3305,0.36513424
3306,0.38210514
3307,0.51907283
3308,0.46932298
3309,0.40601486
3310,0.4017883
3311,0.36955145
3312,0.34661806
3313,0.32613012
3314,0.30760893
3315,0.25359318
3316,0.17477524
3317,0.1485723
3318,0.13012116
3319,0.09863989
3320,0.0835061
3321,0.07427806
3322,0.05233699
3323,0.08818913
3324,0.09304379
3325,0.08590212
3326,0.18185824
3327,0.17625648
3328,0.16641651
3329,0.39298344
3330,0.3446763
3331,0.48333538
3332,0.4894728
3333,0.5017667
3334,0.51446867
3335,0.4548095
3336,0.40897214
3337,0.36061215
3338,0.31183463
3339,0.21905047
3340,0.17809916
3341,0.1613736
3342,0.14998096
3343,0.12227911
3344,0.09181036
3345,0.087423846
3346,0.07948078
3347,0.076844685
3348,0.062169075
3349,0.091604054
3350,0.19403282
3351,0.1816829
3352,0.21816197
3353,0.40782875
3354,0.3810696
3355,0.5444986
3356,0.51921266
3357,0.48676872
3358,0.47054654
3359,0.44625014
3360,0.39232278
3361,0.30967486
3362,0.21957225
3363,0.19314855
3364,0.15693638
3365,0.14244105
3366,0.12883642
3367,0.11323066
3368,0.10138385
3369,0.09015261
3370,0.07907894
3371,0.07386974
3372,0.09971973
3373,0.09916054
3374,0.21664594
3375,0.16760074
3376,0.18472901
3377,0.39535105
3378,0.39885235
3379,0.5807888
3380,0.57451886
3381,0.44838268
3382,0.39057088
3383,0.32335848
3384,0.22391671
3385,0.17379212
3386,0.17474677
3387,0.18135953
3388,0.17727362
3389,0.1597836
3390,0.13720812
3391,0.13203694
3392,0.11009142
3393,0.08745083
3394,0.06855874
3395,0.095313996
3396,0.09053682
3397,0.0470908
3398,0.12536152
3399,0.14008848
3400,0.19147374
3401,0.3969208
3402,0.42006946
3403,0.62528
3404,0.55495125
3405,0.4839847
3406,0.3992002
3407,0.3431946
3408,0.25740993
3409,0.20035602
3410,0.17618495
3411,0.18250856
3412,0.1723775
3413,0.15032645
3414,0.12770027
3415,0.12266465
3416,0.10302083
3417,0.08830381
3418,0.07460731
3419,0.094130784
3420,0.08801018
3421,0.09027175
3422,0.1458293
3423,0.1591634
3424,0.16986704
3425,0.3642647
3426,0.41447592
3427,0.5315705
3428,0.548772
3429,0.4626696
3430,0.46299565
3431,0.43179142
3432,0.3730926
3433,0.28001052
3434,0.20611666
3435,0.17007299
3436,0.14999452
3437,0.13706787
3438,0.14136279
3439,0.12902287
3440,0.102384314
3441,0.083672106
3442,0.06926528
3443,0.08084605
3444,0.07283436
3445,0.07848659
3446,0.13398683
3447,0.117313825
3448,0.2076202
3449,0.43980777
3450,0.43230122
3451,0.55800515
3452,0.37931556
3453,0.41624635
3454,0.4447915
3455,0.47300494
3456,0.42611933
3457,0.38149124
3458,0.35306895
3459,0.2600428
3460,0.19683959
3461,0.15662242
3462,0.1461072
3463,0.12249008
3464,0.10432918
3465,0.08712416
3466,0.07418327
3467,0.07487598
3468,0.072859965
3469,0.078571275
3470,0.154959
3471,0.1294152
3472,0.18926184
3473,0.41662025
3474,0.47167426
3475,0.55529857
3476,0.45303726
3477,0.4068418
3478,0.47524583
3479,0.4600976
3480,0.44690037
3481,0.4262669
3482,0.36696506
3483,0.26209575
3484,0.18092722
3485,0.16718021
3486,0.16057299
3487,0.13297378
3488,0.11247227
3489,0.100126356
3490,0.08661829
3491,0.08585387
3492,0.06398211
3493,0.0842198
3494,0.15457468
3495,0.13285312
3496,0.23902455
3497,0.43347293
3498,0.4564911
3499,0.5130922
3500,0.4948486
3501,0.4081434
3502,0.40945828
3503,0.42156684
3504,0.35209227
3505,0.30355215
3506,0.26686186
3507,0.23514944
3508,0.18152209
3509,0.1447766
3510,0.12836131
3511,0.119699344
3512,0.1077247
3513,0.09129781
3514,0.07374334
3515,0.08003965
3516,0.06649353
3517,0.08632703
3518,0.14743277
3519,0.1261285
3520,0.23282298
3521,0.47901922
3522,0.48378676
3523,0.5351566
3524,0.44751835
3525,0.4272226
3526,0.4852113
3527,0.50294614
3528,0.43984884
3529,0.358256
3530,0.25576997
3531,0.18146846
3532,0.14726196
3533,0.1470954
3534,0.12484143
3535,0.11288057
3536,0.094544455
3537,0.0734588
3538,0.06959415
3539,0.073521085
3540,0.047190264
3541,0.09662194
3542,0.14465767
3543,0.15082832
3544,0.22509524
3545,0.43097675
3546,0.47638774
3547,0.4812039
3548,0.43318385
3549,0.431296
3550,0.41884208
3551,0.37669742
3552,0.37425807
3553,0.4078251
3554,0.3635861
3555,0.23178466
3556,0.18246615
3557,0.16947438
3558,0.14404038
3559,0.11046256
3560,0.09130896
3561,0.07882407
3562,0.07181328
3563,0.067985296
3564,0.050658844
3565,0.09956404
3566,0.15846078
3567,0.15354088
3568,0.20391044
3569,0.409608
3570,0.47171897
3571,0.587748
3572,0.43498546
3573,0.3549022
3574,0.40667653
3575,0.3549466
3576,0.36392465
3577,0.3152606
3578,0.3211221
3579,0.26199663
3580,0.15972784
3581,0.11038292
3582,0.10814228
3583,0.11191029
3584,0.09219403
3585,0.061763324
3586,0.080617
3587,0.11058693
3588,0.064975336
3589,0.15874916
3590,0.19524139
3591,0.17931312
3592,0.26232806
3593,0.42804885
3594,0.5721533
3595,0.54866105
3596,0.43805933
3597,0.4134004
3598,0.4142406
3599,0.36233222
3600,0.34072012
3601,0.3618926
3602,0.2954867
3603,0.18982214
3604,0.13768119
3605,0.14192228
3606,0.13773662
3607,0.13253754
3608,0.1091747
3609,0.082005806
3610,0.083623424
3611,0.0932353
3612,0.05683425
3613,0.093069926
3614,0.13033141
3615,0.122689635
3616,0.22915977
3617,0.41507167
3618,0.47848743
3619,0.567275
3620,0.47148925
3621,0.47451556
3622,0.48079866
3623,0.3679353
3624,0.3076433
3625,0.28191012
3626,0.23494154
3627,0.22610673
3628,0.2062724
3629,0.16282177
3630,0.12362126
3631,0.117114305
3632,0.10631114
3633,0.092277564
3634,0.079128094
3635,0.07482694
3636,0.06982772
3637,0.18108572
3638,0.16697457
3639,0.18625884
3640,0.2528311
3641,0.3915097
3642,0.47977722
3643,0.57507145
3644,0.48813725
3645,0.39831668
3646,0.3632391
3647,0.32508034
3648,0.33114985
3649,0.31861153
3650,0.30362868
3651,0.25766376
3652,0.2146441
3653,0.17139214
3654,0.13857615
3655,0.111170165
3656,0.098388135
3657,0.089221425
3658,0.07969483
3659,0.075537086
3660,0.07656342
3661,0.16342625
3662,0.18533313
3663,0.15851949
3664,0.26590824
3665,0.37383866
3666,0.44476193
3667,0.5338221
3668,0.4558773
3669,0.4134959
3670,0.45633608
3671,0.4532851
3672,0.50172806
3673,0.49977928
3674,0.44670606
3675,0.34488952
3676,0.2723634
3677,0.22329038
3678,0.1787948
3679,0.14398468
3680,0.13240288
3681,0.11887333
3682,0.11440413
3683,0.11082393
3684,0.08936004
3685,0.10567041
3686,0.10767798
3687,0.1194884
3688,0.14974485
3689,0.2862742
3690,0.28734168
3691,0.44640523
3692,0.44142252
3693,0.40554792
3694,0.48095375
3695,0.44652665
3696,0.45070046
3697,0.4268549
3698,0.3863616
3699,0.2704636
3700,0.15841357
3701,0.124041334
3702,0.12069281
3703,0.11824428
3704,0.10961294
3705,0.08825769
3706,0.09189069
3707,0.10989582
3708,0.08949058
3709,0.115502365
3710,0.112572685
3711,0.099426545
3712,0.21578535
3713,0.35571742
3714,0.37682873
3715,0.49694604
3716,0.3832069
3717,0.5048919
3718,0.4969319
3719,0.48531514
3720,0.42449492
3721,0.43252397
3722,0.36709777
3723,0.24074534
3724,0.18412513
3725,0.15130216
3726,0.13334727
3727,0.121855676
3728,0.10849029
3729,0.08907172
3730,0.080968335
3731,0.08288596
3732,0.059294187
3733,0.10283443
3734,0.11206074
3735,0.14593673
3736,0.22749275
3737,0.46649164
3738,0.5348113
3739,0.5369284
3740,0.4401508
3741,0.39584845
3742,0.43962526
3743,0.39547968
3744,0.41153502
3745,0.35924464
3746,0.3316193
3747,0.25524575
3748,0.21910429
3749,0.16927761
3750,0.14077921
3751,0.12654337
3752,0.10780299
3753,0.09336713
3754,0.085390106
3755,0.07530425
3756,0.053789176
3757,0.11754037
3758,0.114897855
3759,0.14269263
3760,0.21290556
3761,0.36466974
3762,0.41354293
3763,0.52315366
3764,0.4177299
3765,0.43043542
3766,0.49806184
3767,0.39779538
3768,0.41717476
3769,0.4204815
3770,0.41459006
3771,0.30862576
3772,0.24467513
3773,0.19769707
3774,0.17021447
3775,0.142536
3776,0.114294544
3777,0.095856376
3778,0.09621523
3779,0.08694942
3780,0.062659994
3781,0.08658309
3782,0.12288644
3783,0.14266618
3784,0.23570436
3785,0.37670577
3786,0.45379645
3787,0.44997215
3788,0.3471443
3789,0.4547516
3790,0.4464084
3791,0.48030335
3792,0.49386132
3793,0.45667964
3794,0.48032188
3795,0.34889185
3796,0.30599284
3797,0.25888124
3798,0.1827926
3799,0.117558196
3800,0.10876032
3801,0.10878262
3802,0.10463436
3803,0.08618227
3804,0.043309353
3805,0.13443412
3806,0.109074965
3807,0.14378358
3808,0.25768757
3809,0.40664864
3810,0.6043322
3811,0.5188031
3812,0.346609
3813,0.42463446
3814,0.40649045
3815,0.36168584
3816,0.3333786
3817,0.3799236
3818,0.32020938
3819,0.22091472
3820,0.18951865
3821,0.16254786
3822,0.14619444
3823,0.13452952
3824,0.11351641
3825,0.090757474
3826,0.09318142
3827,0.083666846
3828,0.08305001
3829,0.12576424
3830,0.13165444
3831,0.13882504
3832,0.23208143
3833,0.33557427
3834,0.35180414
3835,0.48225236
3836,0.45982593
3837,0.4489209
3838,0.36321044
3839,0.30448896
3840,0.23361504
3841,0.21938339
3842,0.18702471
3843,0.1909297
3844,0.22772509
3845,0.20981054
3846,0.20171133
3847,0.16280842
3848,0.09166622
3849,0.08204748
3850,0.08932063
3851,0.079020485
3852,0.07625307
3853,0.12557156
3854,0.10768215
3855,0.14380495
3856,0.22113736
3857,0.3978188
3858,0.5622293
3859,0.6972606
3860,0.45166308
3861,0.3511014
3862,0.3366745
3863,0.32631695
3864,0.26562476
3865,0.26187503
3866,0.30101722
3867,0.25112092
3868,0.19044247
3869,0.16235231
3870,0.14378355
3871,0.12326774
3872,0.104849786
3873,0.09529631
3874,0.091479465
3875,0.07608163
3876,0.08120927
3877,0.15032382
3878,0.07893287
3879,0.12056634
3880,0.23936468
3881,0.3651958
3882,0.53137344
3883,0.56378275
3884,0.4185964
3885,0.40318018
3886,0.36336246
3887,0.36077785
3888,0.35289812
3889,0.36541095
3890,0.36445796
3891,0.3413428
3892,0.24537069
3893,0.1661669
3894,0.13279535
3895,0.11031359
3896,0.09573453
3897,0.08995099
3898,0.08198032
3899,0.05878306
3900,0.074786305
3901,0.11746721
3902,0.103486314
3903,0.11625433
3904,0.27749714
3905,0.3753883
3906,0.5173722
3907,0.4598024
3908,0.35240906
3909,0.43096983
3910,0.44271755
3911,0.40825105
3912,0.42929405
3913,0.44584674
3914,0.34339505
3915,0.23685077
3916,0.18057479
3917,0.13397677
3918,0.103025034
3919,0.09721525
3920,0.086527616
3921,0.07383381
3922,0.06493544
3923,0.051984817
3924,0.14375447
3925,0.1473087
3926,0.096669614
3927,0.12758173
3928,0.2680964
3929,0.34737957
3930,0.44441152
3931,0.4505208
3932,0.4220788
3933,0.43039668
3934,0.44118035
3935,0.3679893
3936,0.3741547
3937,0.3996489
3938,0.40281385
3939,0.36898887
3940,0.32468516
3941,0.22648796
3942,0.1510744
3943,0.10784154
3944,0.09529783
3945,0.09579891
3946,0.089742005
3947,0.059296623
3948,0.07087523
3949,0.14217405
3950,0.15168025
3951,0.14040332
3952,0.23518686
3953,0.3621188
3954,0.40375358
3955,0.41317654
3956,0.42568362
3957,0.43806213
3958,0.45701933
3959,0.40389478
3960,0.33995384
3961,0.3098266
3962,0.28498387
3963,0.20835844
3964,0.15733384
3965,0.1279946
3966,0.14848766
3967,0.11292492
3968,0.067674555
3969,0.07048295
3970,0.098501824
3971,0.064271316
3972,0.09058592
3973,0.086352944
3974,0.074332
3975,0.15546949
3976,0.25710705
3977,0.3830631
3978,0.557243
3979,0.38080087
3980,0.4141621
3981,0.40208346
3982,0.4064622
3983,0.3455486
3984,0.35848695
3985,0.35638607
3986,0.3587385
3987,0.28718692
3988,0.2236829
3989,0.14073367
3990,0.09631027
3991,0.09735997
3992,0.09211322
3993,0.086749256
3994,0.07345194
3995,0.09044369
3996,0.17233738
3997,0.15853333
3998,0.103078485
3999,0.14091435
4000,0.21117115
4001,0.31008834
4002,0.43896562
4003,0.48102218
4004,0.44804925
4005,0.4283265
4006,0.3789701
4007,0.35103172
4008,0.351781
4009,0.35508117
4010,0.40326357
4011,0.3731042
4012,0.28846288
4013,0.18225616
4014,0.13523652
4015,0.10661648
4016,0.08540615
4017,0.07988582
4018,0.07049475
4019,0.05040454
4020,0.06983194
4021,0.08784488
4022,0.095217824
4023,0.18396345
4024,0.25976342
4025,0.37589812
4026,0.4138965
4027,0.39002734
4028,0.39735335
4029,0.4094553
4030,0.39442462
4031,0.34590137
4032,0.37718245
4033,0.38531488
4034,0.33465788
4035,0.3180778
4036,0.32834512
4037,0.2687082
4038,0.18874879
4039,0.11423847
4040,0.0752698
4041,0.089237034
4042,0.0905008
4043,0.06962164
4044,0.068234615
4045,0.119763896
4046,0.116049096
4047,0.11836471
4048,0.21432677
4049,0.35247135
4050,0.50346196
4051,0.6603475
4052,0.46782887
4053,0.31776714
4054,0.3129977
4055,0.29882038
4056,0.2586275
4057,0.22504699
4058,0.30954802
4059,0.33433902
4060,0.29921654
4061,0.19800118
4062,0.16059369
4063,0.14230001
4064,0.08817345
4065,0.07869217
4066,0.08153603
4067,0.067107394
4068,0.059267916
4069,0.05252756
4070,0.09924717
4071,0.13796626
4072,0.24685255
4073,0.4059801
4074,0.45911014
4075,0.45947003
4076,0.4504419
4077,0.47100878
4078,0.44466603
4079,0.35415274
4080,0.32521802
4081,0.29172656
4082,0.22498555
4083,0.20760097
4084,0.18999992
4085,0.18797457
4086,0.16664957
4087,0.08927078
4088,0.064023174
4089,0.09128244
4090,0.07919129
4091,0.051658332
4092,0.0807222
4093,0.12703133
4094,0.097337864
4095,0.16226177
4096,0.24869472
4097,0.3528629
4098,0.4507479
4099,0.36417013
4100,0.40946937
4101,0.4138248
4102,0.39096045
4103,0.3678565
4104,0.36039168
4105,0.3610646
4106,0.3425427
4107,0.36539498
4108,0.34714818
4109,0.29728365
4110,0.22185174
4111,0.10613417
4112,0.075827956
4113,0.09262113
4114,0.09015719
4115,0.0684553
4116,0.060894072
4117,0.12021341
4118,0.12863484
4119,0.15170164
4120,0.22454046
4121,0.3516824
4122,0.38292181
4123,0.38560754
4124,0.40961027
4125,0.39644665
4126,0.41771764
4127,0.3682322
4128,0.38283518
4129,0.34070027
4130,0.31049597
4131,0.25025436
4132,0.19908959
4133,0.21064222
4134,0.15477869
4135,0.09501809
4136,0.054277427
4137,0.087914556
4138,0.07411975
4139,0.04758949
4140,0.08870377
4141,0.10084825
4142,0.11114209
4143,0.17992175
4144,0.2499856
4145,0.37811208
4146,0.45369822
4147,0.41644615
4148,0.41647142
4149,0.39890254
4150,0.43278915
4151,0.38911325
4152,0.42121762
4153,0.37566477
4154,0.34560284
4155,0.291936
4156,0.22359566
4157,0.14701504
4158,0.12648007
4159,0.10104813
4160,0.08493799
4161,0.082529664
4162,0.074203454
4163,0.060076036
4164,0.0943134
4165,0.09835859
4166,0.09753856
4167,0.15894593
4168,0.21403658
4169,0.35908508
4170,0.47549844
4171,0.42007387
4172,0.3545659
4173,0.35210943
4174,0.32572526
4175,0.2923078
4176,0.31405115
4177,0.34413224
4178,0.3708524
4179,0.39342326
4180,0.3536989
4181,0.3130007
4182,0.17558706
4183,0.09096882
4184,0.061304137
4185,0.07816825
4186,0.06842237
4187,0.038557872
4188,0.07223374
4189,0.11716994
4190,0.13867809
4191,0.15170252
4192,0.22445741
4193,0.3703161
4194,0.3778545
4195,0.35757244
4196,0.37762767
4197,0.37938303
4198,0.48760843
4199,0.51627964
4200,0.48981047
4201,0.43354023
4202,0.32578465
4203,0.32865155
4204,0.22451493
4205,0.1569365
4206,0.13108635
4207,0.10323885
4208,0.095167935
4209,0.089087605
4210,0.06861498
4211,0.051029637
4212,0.07925938
4213,0.051128447
4214,0.06654096
4215,0.18119103
4216,0.21275204
4217,0.38139766
4218,0.3977055
4219,0.4054894
4220,0.39119226
4221,0.37271744
4222,0.31363213
4223,0.2653889
4224,0.3025449
4225,0.3079716
4226,0.32228056
4227,0.36752146
4228,0.34340525
4229,0.3440082
4230,0.24993059
4231,0.09135611
4232,0.07075224
4233,0.09215216
4234,0.06925741
4235,0.062411927
4236,0.0855564
4237,0.0769217
4238,0.10951455
4239,0.17864096
4240,0.20314348
4241,0.36707115
4242,0.40244764
4243,0.4454335
4244,0.4479648
4245,0.37050915
4246,0.4491315
4247,0.44146103
4248,0.4326644
4249,0.4385152
4250,0.36445493
4251,0.33722076
4252,0.26967663
4253,0.18942657
4254,0.15338612
4255,0.120808534
4256,0.10164154
4257,0.09712265
4258,0.08372106
4259,0.06943559
4260,0.06545826
4261,0.079347
4262,0.10588397
4263,0.15249535
4264,0.20580623
4265,0.3970577
4266,0.47183955
4267,0.41075212
4268,0.4254232
4269,0.40166265
4270,0.35369915
4271,0.32666233
4272,0.34229177
4273,0.35348612
4274,0.37812597
4275,0.3899923
4276,0.38021976
4277,0.3719133
4278,0.30329227
4279,0.11981623
4280,0.066907
4281,0.09197214
4282,0.091928124
4283,0.08593834
4284,0.050048195
4285,0.043186277
4286,0.12635463
4287,0.19408663
4288,0.20243852
4289,0.39957523
4290,0.36585644
4291,0.46352327
4292,0.4155323
4293,0.4037596
4294,0.3961131
4295,0.3819822
4296,0.41321307
4297,0.37211585
4298,0.32035327
4299,0.28486183
4300,0.22116205
4301,0.18484117
4302,0.16643941
4303,0.13026348
4304,0.101118594
4305,0.08128008
4306,0.07326894
4307,0.07760106
4308,0.065335095
4309,0.053662576
4310,0.12500705
4311,0.16948326
4312,0.17814893
4313,0.35599536
4314,0.3551036
4315,0.46553928
4316,0.45222592
4317,0.40631002
4318,0.39770716
4319,0.36448637
4320,0.35605088
4321,0.35417765
4322,0.35626894
4323,0.3477801
4324,0.3435433
4325,0.30041724
4326,0.19168094
4327,0.09837776
4328,0.07521441
4329,0.09039239
4330,0.08469996
4331,0.074108616
4332,0.059561618
4333,0.09506817
4334,0.15404291
4335,0.17674482
4336,0.1780407
4337,0.31814986
4338,0.3197877
4339,0.45910454
4340,0.46546185
4341,0.41230446
4342,0.41355902
4343,0.31765902
4344,0.3346085
4345,0.328471
4346,0.310395
4347,0.3175314
4348,0.3198074
4349,0.3013947
4350,0.18489316
4351,0.094487034
4352,0.07323797
4353,0.08336317
4354,0.07442911
4355,0.06948367
4356,0.067000166
4357,0.09460828
4358,0.16523105
4359,0.16892181
4360,0.19266115
4361,0.37228274
4362,0.38943386
4363,0.5033189
4364,0.42092663
4365,0.42422414
4366,0.45215315
4367,0.448624
4368,0.45588523
4369,0.4350766
4370,0.39318556
4371,0.3239203
4372,0.279509
4373,0.22324869
4374,0.12614757
4375,0.096296914
4376,0.101095
4377,0.10278925
4378,0.09042624
4379,0.059878536
4380,0.08469644
4381,0.12902024
4382,0.14694786
4383,0.16887188
4384,0.1802033
4385,0.41232932
4386,0.45709848
4387,0.5079621
4388,0.41154253
4389,0.3635292
4390,0.3312912
4391,0.34482884
4392,0.41671932
4393,0.41431504
4394,0.41224062
4395,0.35941344
4396,0.29238987
4397,0.21211131
4398,0.16301346
4399,0.10061615
4400,0.08845511
4401,0.08957107
4402,0.082331926
4403,0.07178102
4404,0.058985963
4405,0.09920506
4406,0.15017307
4407,0.18714845
4408,0.18777615
4409,0.41722643
4410,0.3967985
4411,0.49284285
4412,0.42972553
4413,0.37049723
4414,0.36276668
4415,0.38917565
4416,0.3705427
4417,0.34490168
4418,0.33338726
4419,0.25958663
4420,0.22092041
4421,0.16890772
4422,0.1294741
4423,0.10033275
4424,0.09099519
4425,0.09090306
4426,0.07850305
4427,0.09616184
4428,0.10486399
4429,0.06975992
4430,0.10591631
4431,0.15628526
4432,0.14099103
4433,0.31356084
4434,0.41463947
4435,0.4637612
4436,0.43718642
4437,0.39889598
4438,0.42392772
4439,0.37027642
4440,0.38428026
4441,0.3831819
4442,0.39553785
4443,0.3551503
4444,0.29649782
4445,0.24871507
4446,0.17459798
4447,0.13644248
4448,0.11513009
4449,0.09781742
4450,0.08807032
4451,0.08184308
4452,0.05520799
4453,0.019579679
4454,0.07622053
4455,0.14052162
4456,0.15545925
4457,0.41622573
4458,0.47116953
4459,0.5955154
4460,0.4775247
4461,0.23513001
4462,0.2834754
4463,0.2620973
4464,0.19190131
4465,0.16610977
4466,0.31728217
4467,0.39069468
4468,0.39016533
4469,0.37655675
4470,0.27165994
4471,0.12449567
4472,0.09306182
4473,0.09849296
4474,0.09412356
4475,0.091119155
4476,0.061603934
4477,0.08351074
4478,0.15408422
4479,0.17519474
4480,0.19697393
4481,0.38309187
4482,0.40862638
4483,0.5890184
4484,0.5544249
4485,0.43133205
4486,0.34721726
4487,0.26225305
4488,0.27543372
4489,0.18904233
4490,0.17666367
4491,0.16644567
4492,0.16140413
4493,0.14702958
4494,0.14106236
4495,0.10967659
4496,0.08982238
4497,0.07985262
4498,0.08052239
4499,0.09215563
4500,0.09667128
4501,0.111599214
4502,0.15744452
4503,0.14547548
4504,0.17379974
4505,0.36168015
4506,0.36443982
4507,0.45363098
4508,0.44214672
4509,0.38136476
4510,0.40692037
4511,0.41711962
4512,0.44821745
4513,0.41203517
4514,0.36064875
4515,0.23212391
4516,0.19688968
4517,0.16093993
4518,0.11645002
4519,0.08078453
4520,0.07687043
4521,0.08434874
4522,0.06446518
4523,0.078836426
4524,0.07967296
4525,0.13726677
4526,0.17751165
4527,0.16933732
4528,0.17064506
4529,0.3768808
4530,0.3774407
4531,0.45743746
4532,0.46294922
4533,0.4227898
4534,0.45717555
4535,0.38240153
4536,0.35735422
4537,0.26935184
4538,0.21910216
4539,0.1738415
4540,0.19640759
4541,0.192295
4542,0.16651076
4543,0.04234475
4544,0.04560171
4545,0.086218126
4546,0.07119133
4547,0.045956
4548,0.02078586
4549,0.13554597
4550,0.18403783
4551,0.17708668
4552,0.20226097
4553,0.3240343
4554,0.31754977
4555,0.36796585
4556,0.34451282
4557,0.32719898
4558,0.38825196
4559,0.4067548
4560,0.41125345
4561,0.4616748
4562,0.4645176
4563,0.3735544
4564,0.28109628
4565,0.22142152
4566,0.15114582
4567,0.110037684
4568,0.0808091
4569,0.0707992
4570,0.07456229
4571,0.07544346
4572,0.058671467
4573,0.10824783
4574,0.1756145
4575,0.15612663
4576,0.16845919
4577,0.34328145
4578,0.3322022
4579,0.41664302
4580,0.37101227
4581,0.35803187
4582,0.397393
4583,0.45406878
4584,0.5569537
4585,0.5661564
4586,0.48651576
4587,0.38763803
4588,0.30695704
4589,0.20670974
4590,0.13989767
4591,0.110129334
4592,0.100390084
4593,0.091371894
4594,0.082758404
4595,0.06402742
4596,0.02577807
4597,0.06618707
4598,0.15492855
4599,0.17220715
4600,0.17218432
4601,0.3254549
4602,0.34575498
4603,0.3831216
4604,0.37910455
4605,0.35382408
4606,0.40849328
4607,0.40514755
4608,0.39119834
4609,0.40489775
4610,0.385989
4611,0.3478052
4612,0.26744038
4613,0.2261641
4614,0.13013345
4615,0.09713413
4616,0.070628546
4617,0.065959275
4618,0.071139134
4619,0.063677534
4620,0.027916357
4621,0.07788279
4622,0.16199425
4623,0.16295117
4624,0.15424563
4625,0.35739005
4626,0.36539036
4627,0.5000458
4628,0.5079165
4629,0.34266305
4630,0.37400472
4631,0.3368954
4632,0.36120522
4633,0.3020087
4634,0.25382537
4635,0.18665065
4636,0.21619955
4637,0.13483404
4638,0.081901655
4639,0.05441475
4640,0.07395162
4641,0.062019795
4642,0.04430054
4643,0.036321983
4644,0.09743199
4645,0.16081287
4646,0.21958932
4647,0.17298518
4648,0.18625066
4649,0.3600433
4650,0.33994567
4651,0.46097976
4652,0.37512976
4653,0.2958421
4654,0.3926561
4655,0.4241705
4656,0.5333119
4657,0.60986954
4658,0.38795596
4659,0.22660254
4660,0.18748246
4661,0.14173481
4662,0.12774284
4663,0.10576737
4664,0.08984172
4665,0.080519915
4666,0.083091415
4667,0.063221514
4668,0.052573793
4669,0.10189665
4670,0.13425697
4671,0.08962618
4672,0.1649038
4673,0.37782717
4674,0.45585263
4675,0.4558094
4676,0.44667405
4677,0.444867
4678,0.45846534
4679,0.30844963
4680,0.28373283
4681,0.30445752
4682,0.25553846
4683,0.21556146
4684,0.25684434
4685,0.24478756
4686,0.13982685
4687,0.124061875
4688,0.09013803
4689,0.0798062
4690,0.08959247
4691,0.089026
4692,0.064780064
4693,0.13428614
4694,0.14386073
4695,0.14125662
4696,0.15579629
4697,0.34608084
4698,0.36636025
4699,0.5150746
4700,0.484703
4701,0.4339158
4702,0.42163724
4703,0.4070437
4704,0.46982926
4705,0.48029464
4706,0.38905925
4707,0.3324898
4708,0.24022798
4709,0.18966645
4710,0.13369489
4711,0.10082732
4712,0.09542994
4713,0.09124352
4714,0.08697687
4715,0.058168583
4716,0.04859057
4717,0.15348268
4718,0.18950287
4719,0.124047264
4720,0.13788092
4721,0.32231903
4722,0.39671493
4723,0.4514026
4724,0.3714155
4725,0.31822473
4726,0.36797577
4727,0.3440623
4728,0.32338795
4729,0.3327599
4730,0.34846509
4731,0.33134335
4732,0.28502542
4733,0.22908674
4734,0.12405216
4735,0.07997057
4736,0.06838592
4737,0.07714966
4738,0.080274895
4739,0.06818227
4740,0.10800057
4741,0.17923784
4742,0.17196801
4743,0.15548334
4744,0.20822227
4745,0.35886574
4746,0.4336874
4747,0.49239814
4748,0.38026315
4749,0.35504717
4750,0.39342248
4751,0.4237193
4752,0.4082774
4753,0.3910095
4754,0.35013175
4755,0.29020417
4756,0.2173377
4757,0.1581603
4758,0.09855728
4759,0.083922535
4760,0.0810191
4761,0.07341093
4762,0.065748185
4763,0.054315403
4764,0.06835879
4765,0.13692199
4766,0.15984318
4767,0.13222362
4768,0.18186787
4769,0.34067875
4770,0.45544803
4771,0.45393133
4772,0.3299375
4773,0.35723484
4774,0.39817357
4775,0.37515783
4776,0.40867394
4777,0.41694295
4778,0.3683517
4779,0.343956
4780,0.3086542
4781,0.26540148
4782,0.1951331
4783,0.06581469
4784,0.060461342
